-239.8,-0.0088
-264.2,-0.0205
-287.5,-0.0379
-302.5,-0.0612
-315.6,-0.0829
-329.3,-0.1038
-336.5,-0.1153
-349.3,-0.1385
-360.8,-0.1607
-361.1,-0.1795
-379.2,-0.204
