-287.8,-0.0169
-305.8,-0.0247
-316.2,-0.0422
-332.8,-0.0625
-345.5,-0.0835
-358.1,-0.105
-371.2,-0.13
-376.4,-0.139
-380.7,-0.145
-387.8,-0.155
-400.3,-0.174
