-275.7,-0.0193
-283.5,-0.023
-304.1,-0.0386
-319.8,-0.0606
-334.7,-0.0813
-364.5,-0.0965
-361.4,-0.1235
-374.4,-0.143
-385.8,-0.163
-395.6,-0.186
